CoCode,Company Names,[Shareholding date](All),[Foreign (Promoter & Group)](All),[Indian (Promoter & Group)](All),[Total of Promoter](All),[Non Promoter (Institution)](All),[Non Promoter (Non-Institution)](All),[Total Non Promoter](All),[Total Promoter & Non Promoter](All),[Custodians(Against Depository Receipts)](All),[Grand Total](All),[Year & Month](All)
114,Cipla,30/06/2011,20.767,16.0344,36.8014,33.8067,29.1054,62.9121,99.7135,0.2865,100,201106
114,Cipla,30/06/2012,20.767,16.0344,36.8014,34.233,28.7328,62.9658,99.7672,0.2329,100,201206
114,Cipla,30/06/2013,20.767,16.0344,36.8014,33.9219,28.2068,62.1287,98.9301,1.07,100,201306
114,Cipla,30/06/2014,20.767,16.0344,36.8014,35.8543,26.2328,62.0871,98.8885,1.1116,100,201406
114,Cipla,30/06/2015,22.1248,14.6688,36.7936,34.2969,26.595,60.8919,97.6855,2.3145,100,201506
114,Cipla,30/06/2016,22.1106,14.6594,36.77,33.8975,27.4629,61.3604,98.1304,1.8695,100,201606
114,Cipla,30/06/2017,22.0845,14.642,36.7265,36.5675,25.1999,61.7674,98.4939,1.5062,100,201706
114,Cipla,30/06/2018,22.0671,14.6305,36.6976,38.5871,24.5277,63.1148,99.8124,0.1876,100,201806
114,Cipla,30/09/2001,0,40.23,40.23,23.96,35.81,59.77,100,0,100,200109
114,Cipla,30/09/2002,0,39.9,39.9,24.92,35.18,60.1,100,0,100,200209
114,Cipla,30/09/2003,22.41,18.72,41.13,25.91,32.96,58.87,100,0,100,200309
114,Cipla,30/09/2004,22.24,18.72,40.96,27.71,31.33,59.04,100,0,100,200409
114,Cipla,30/09/2005,22.242,18.702,40.944,28.496,30.56,59.056,100,0,100,200509
114,Cipla,30/09/2006,21.45,17.91,39.36,27.23,32.17,59.4,98.76,1.24,100,200609
114,Cipla,30/09/2007,21.45,17.93,39.38,27.22,32.69,59.91,99.29,0.7,100,200709
114,Cipla,30/09/2008,21.45,17.93,39.38,32.14,27.77,59.91,99.29,0.7,100,200809
114,Cipla,30/09/2009,20.77,17.36,38.13,33.21,27.78,60.99,99.12,0.89,100,200909
114,Cipla,30/09/2010,20.77,16.03,36.8,33.42,29.01,62.43,99.23,0.77,100,201009
114,Cipla,30/09/2011,20.767,16.0344,36.8014,33.4304,29.6155,63.0459,99.8473,0.1528,100,201109
114,Cipla,30/09/2012,20.767,16.0344,36.8014,34.1494,28.7489,62.8983,99.6997,0.3003,100,201209
114,Cipla,30/09/2013,20.767,16.0344,36.8014,34.7047,27.4587,62.1634,98.9648,1.0352,100,201309
114,Cipla,30/09/2014,20.767,16.0344,36.8014,34.6664,27.3828,62.0492,98.8506,1.1495,100,201409
114,Cipla,30/09/2015,22.1244,14.6685,36.7929,34.2434,26.6318,60.8752,97.6681,2.3318,100,201509
114,Cipla,30/09/2016,22.094,14.6484,36.7424,34.6023,26.6455,61.2478,97.9902,2.0098,100,201609
114,Cipla,30/09/2017,22.0807,14.6396,36.7203,36.9484,24.8892,61.8376,98.5579,1.4421,100,201709
114,Cipla,31/03/2002,0,39.9,39.9,24.51,35.59,60.1,100,0,100,200203
114,Cipla,31/03/2003,22.41,17.53,39.94,24.86,35.21,60.07,100.01,0,100,200303
114,Cipla,31/03/2004,22.24,18.72,40.96,27.92,31.12,59.04,100,0,100,200403
114,Cipla,31/03/2005,22.242,18.709,40.951,26.447,32.614,59.061,100.012,0,100,200503
114,Cipla,31/03/2006,22.242,18.701,40.943,27.623,31.434,59.057,100,0,100,200603
114,Cipla,31/03/2007,21.45,17.91,39.36,28.18,31.28,59.46,98.82,1.17,100,200703
114,Cipla,31/03/2008,21.45,17.93,39.38,31.38,28.53,59.91,99.29,0.7,100,200803
114,Cipla,31/03/2009,21.45,17.93,39.38,31.81,27.75,59.56,98.94,1.06,100,200903
114,Cipla,31/03/2010,20.77,16.03,36.8,33.45,28.93,62.38,99.18,0.82,100,201003
114,Cipla,31/03/2011,20.767,16.0344,36.8014,33.8482,28.8735,62.7217,99.5231,0.4769,100,201103
114,Cipla,31/03/2012,20.767,16.0344,36.8014,33.274,29.8356,63.1096,99.911,0.089,100,201203
114,Cipla,31/03/2013,20.767,16.0344,36.8014,34.076,28.3192,62.3952,99.1966,0.8035,100,201303
114,Cipla,31/03/2014,20.767,16.0344,36.8014,34.7481,27.3462,62.0943,98.8957,1.1043,100,201403
114,Cipla,31/03/2015,22.1284,14.6712,36.7996,35.1844,25.8343,61.0187,97.8183,2.1817,100,201503
114,Cipla,31/03/2016,22.1167,14.6634,36.7801,34.1661,27.1252,61.2913,98.0714,1.9286,100,201603
114,Cipla,31/03/2017,22.0858,14.6429,36.7287,35.3286,25.9443,61.2729,98.0016,1.9984,100,201703
114,Cipla,31/03/2018,22.0691,14.6318,36.7009,37.5803,24.353,61.9333,98.6342,1.3658,100,201803
114,Cipla,31/12/2001,0,38.83,38.83,24.5,36.04,60.54,99.37,0,99.37,200112
114,Cipla,31/12/2002,22.41,17.49,39.9,24.87,35.23,60.1,100,0,100,200212
114,Cipla,31/12/2003,22.41,18.55,40.96,27.13,31.91,59.04,100,0,100,200312
114,Cipla,31/12/2004,22.24,18.71,40.95,26.93,32.11,59.04,99.99,0,100,200412
114,Cipla,31/12/2005,22.242,18.701,40.943,29.367,29.69,59.057,100,0,100,200512
114,Cipla,31/12/2006,21.45,17.91,39.36,27.84,31.56,59.4,98.76,1.24,100,200612
114,Cipla,31/12/2007,21.45,17.93,39.38,30.1,29.81,59.91,99.29,0.7,100,200712
114,Cipla,31/12/2008,21.45,17.93,39.38,31.55,28.06,59.61,98.99,1.01,100,200812
114,Cipla,31/12/2009,20.77,16.03,36.8,34.01,28.33,62.34,99.14,0.86,100,200912
114,Cipla,31/12/2010,20.77,16.03,36.8,34.07,28.53,62.6,99.4,0.6,100,201012
114,Cipla,31/12/2011,20.767,16.0344,36.8014,33.5049,29.6047,63.1096,99.911,0.089,100,201112
114,Cipla,31/12/2012,20.767,16.0344,36.8014,34.078,28.5027,62.5807,99.3821,0.618,100,201212
114,Cipla,31/12/2013,20.767,16.0344,36.8014,34.3945,27.6678,62.0623,98.8637,1.1364,100,201312
114,Cipla,31/12/2014,22.1295,14.6719,36.8014,35.307,26.1577,61.4647,98.2661,1.734,100,201412
114,Cipla,31/12/2015,22.1207,14.6661,36.7868,34.7894,26.3262,61.1156,97.9024,2.0976,100,201512
114,Cipla,31/12/2016,22.0889,14.645,36.7339,34.9239,26.3344,61.2583,97.9922,2.0077,100,201612
114,Cipla,31/12/2017,22.0738,14.635,36.7088,37.3051,24.563,61.8681,98.5769,1.4231,100,201712
118,Colgate-Palm.,30/06/2001,51,0,51,10.3,38.7,49,100,0,100,200106
118,Colgate-Palm.,30/06/2002,51,0,51,10.73,38.27,49,100,0,100,200206
118,Colgate-Palm.,30/06/2003,51,0,51,12.34,36.66,49,100,0,100,200306
118,Colgate-Palm.,30/06/2004,51,0,51,13.31,35.7,49.01,100.01,0,100,200406
118,Colgate-Palm.,30/06/2005,51,0,51,16.95,32.05,49,100,0,100,200506
118,Colgate-Palm.,30/06/2006,51,0,51,21.56,27.44,49,100,0,100,200606
118,Colgate-Palm.,30/06/2007,51,0,51,21.68,27.32,49,100,0,100,200706
118,Colgate-Palm.,30/06/2008,51,0,51,20.56,28.44,49,100,0,100,200806
118,Colgate-Palm.,30/06/2009,51,0,51,21.55,27.45,49,100,0,100,200906
118,Colgate-Palm.,30/06/2010,51,0,51,23.71,25.29,49,100,0,100,201006
118,Colgate-Palm.,30/06/2011,51,0,51,26.3701,22.6299,49,100,0,100,201106
118,Colgate-Palm.,30/06/2012,51,0,51,26.8865,22.1135,49,100,0,100,201206
118,Colgate-Palm.,30/06/2013,51,0,51,26.9531,22.0469,49,100,0,100,201306
118,Colgate-Palm.,30/06/2014,51,0,51,27.2823,21.7177,49,100,0,100,201406
118,Colgate-Palm.,30/06/2015,51,0,51,25.7589,23.2411,49,100,0,100,201506
118,Colgate-Palm.,30/06/2016,51,0,51,24.6073,24.3927,49,100,0,100,201606
118,Colgate-Palm.,30/06/2017,51,0,51,26.2311,22.7689,49,100,0,100,201706
118,Colgate-Palm.,30/06/2018,51,0,51,27.0136,21.9864,49,100,0,100,201806
118,Colgate-Palm.,30/09/2001,51,0,51,10.53,38.47,49,100,0,100,200109
118,Colgate-Palm.,30/09/2002,51,0,51,11.06,37.94,49,100,0,100,200209
118,Colgate-Palm.,30/09/2003,51,0,51,12.36,36.64,49,100,0,100,200309
118,Colgate-Palm.,30/09/2004,51,0,51,14.95,34.05,49,100,0,100,200409
118,Colgate-Palm.,30/09/2005,51,0,51,17.8,31.2,49,100,0,100,200509
118,Colgate-Palm.,30/09/2006,51,0,51,21.29,27.71,49,100,0,100,200609
118,Colgate-Palm.,30/09/2007,51,0,51,22.14,26.86,49,100,0,100,200709
118,Colgate-Palm.,30/09/2008,51,0,51,20.63,28.37,49,100,0,100,200809
118,Colgate-Palm.,30/09/2009,51,0,51,22.19,26.81,49,100,0,100,200909
118,Colgate-Palm.,30/09/2010,51,0,51,24.02,24.98,49,100,0,100,201009
118,Colgate-Palm.,30/09/2011,51,0,51,26.6685,22.3315,49,100,0,100,201109
118,Colgate-Palm.,30/09/2012,51,0,51,26.8799,22.1201,49,100,0,100,201209
118,Colgate-Palm.,30/09/2013,51,0,51,26.4811,22.5189,49,100,0,100,201309
118,Colgate-Palm.,30/09/2014,51,0,51,26.4037,22.5963,49,100,0,100,201409
118,Colgate-Palm.,30/09/2015,51,0,51,23.5805,25.4195,49,100,0,100,201509
118,Colgate-Palm.,30/09/2016,51,0,51,24.6939,24.3061,49,100,0,100,201609
118,Colgate-Palm.,30/09/2017,51,0,51,26.0444,22.9556,49,100,0,100,201709
118,Colgate-Palm.,30/09/2018,51,0,51,26.5582,22.4418,49,100,0,100,201809
118,Colgate-Palm.,31/03/2001,51,0,51,9.69,39.31,49,100,0,100,200103
118,Colgate-Palm.,31/03/2002,51,0,51,10.92,38.09,49.01,100.01,0,100,200203
118,Colgate-Palm.,31/03/2003,51,0,51,11.93,37.07,49,100,0,100,200303
118,Colgate-Palm.,31/03/2004,51,0,51,13.27,35.73,49,100,0,100,200403
118,Colgate-Palm.,31/03/2005,51,0,51,17.18,31.83,49.01,100.01,0,100,200503
118,Colgate-Palm.,31/03/2006,51,0,51,19.36,29.64,49,100,0,100,200603
118,Colgate-Palm.,31/03/2007,51,0,51,21.77,27.23,49,100,0,100,200703
118,Colgate-Palm.,31/03/2008,51,0,51,20.8,28.2,49,100,0,100,200803
118,Colgate-Palm.,31/03/2009,51,0,51,20.87,28.13,49,100,0,100,200903
118,Colgate-Palm.,31/03/2010,51,0,51,22.93,26.07,49,100,0,100,201003
118,Colgate-Palm.,31/03/2011,51,0,51,25.9111,23.0889,49,100,0,100,201103
118,Colgate-Palm.,31/03/2012,51,0,51,26.8191,22.1809,49,100,0,100,201203
118,Colgate-Palm.,31/03/2013,51,0,51,26.8217,22.1783,49,100,0,100,201303
118,Colgate-Palm.,31/03/2014,51,0,51,26.9457,22.0543,49,100,0,100,201403
118,Colgate-Palm.,31/03/2015,51,0,51,25.7578,23.2422,49,100,0,100,201503
118,Colgate-Palm.,31/03/2016,51,0,51,24.3321,24.6679,49,100,0,100,201603
118,Colgate-Palm.,31/03/2017,51,0,51,25.3007,23.6993,49,100,0,100,201703
118,Colgate-Palm.,31/03/2018,51,0,51,26.8559,22.1441,49,100,0,100,201803
118,Colgate-Palm.,31/12/2001,51,0,51,11.32,37.67,48.99,99.99,0,100,200112
118,Colgate-Palm.,31/12/2002,51,0,51,11.35,37.66,49.01,100.01,0,100,200212
118,Colgate-Palm.,31/12/2003,51,0,51,12.54,36.46,49,100,0,100,200312
118,Colgate-Palm.,31/12/2004,51,0,51,16.14,32.86,49,100,0,100,200412
118,Colgate-Palm.,31/12/2005,51,0,51,18.78,30.22,49,100,0,100,200512
118,Colgate-Palm.,31/12/2006,51,0,51,21.95,27.05,49,100,0,100,200612
118,Colgate-Palm.,31/12/2007,51,0,51,20.98,28.02,49,100,0,100,200712
118,Colgate-Palm.,31/12/2008,51,0,51,20.64,28.36,49,100,0,100,200812
118,Colgate-Palm.,31/12/2009,51,0,51,22.71,26.29,49,100,0,100,200912
118,Colgate-Palm.,31/12/2010,51,0,51,24.4,24.6,49,100,0,100,201012
118,Colgate-Palm.,31/12/2011,51,0,51,26.9563,22.0437,49,100,0,100,201112
118,Colgate-Palm.,31/12/2012,51,0,51,26.9476,22.0524,49,100,0,100,201212
118,Colgate-Palm.,31/12/2013,51,0,51,26.5549,22.4451,49,100,0,100,201312
118,Colgate-Palm.,31/12/2014,51,0,51,26.7298,22.2702,49,100,0,100,201412
118,Colgate-Palm.,31/12/2015,51,0,51,24.447,24.553,49,100,0,100,201512
118,Colgate-Palm.,31/12/2016,51,0,51,25.2809,23.7191,49,100,0,100,201612
118,Colgate-Palm.,31/12/2017,51,0,51,26.6022,22.3978,49,100,0,100,201712
151,Eicher Motors,30/06/2001,7.5,48.12,55.62,8.08,36.3,44.38,100,0,100,200106
151,Eicher Motors,30/06/2002,7.5,48.12,55.62,7.24,37.14,44.38,100,0,100,200206
151,Eicher Motors,30/06/2003,7.5,48.13,55.63,16.33,28.05,44.38,100.01,0,100,200306
151,Eicher Motors,30/06/2004,5,50.63,55.63,23.06,21.32,44.38,100.01,0,100,200406
151,Eicher Motors,30/06/2005,3.56,58.2,61.76,23.35,14.89,38.24,100,0,100,200506
151,Eicher Motors,30/06/2006,3.56,58.6,62.16,24.28,13.56,37.84,100,0,100,200606
151,Eicher Motors,30/06/2007,3.56,58.2,61.76,20.95,17.29,38.24,100,0,100,200706
151,Eicher Motors,30/06/2008,3.56,58.2,61.76,19.88,18.36,38.24,100,0,100,200806
151,Eicher Motors,30/06/2009,3.18,52.75,55.93,17.81,26.26,44.07,100,0,100,200906
151,Eicher Motors,30/06/2010,0,55.67,55.67,21.47,22.86,44.33,100,0,100,201006
151,Eicher Motors,30/06/2011,0,55.2637,55.2637,23.1588,21.5775,44.7363,100,0,100,201106
151,Eicher Motors,30/06/2012,0,55.1984,55.1984,24.1006,20.701,44.8016,100,0,100,201206
151,Eicher Motors,30/06/2013,0,55.1769,55.1769,24.8457,19.9773,44.823,99.9999,0,100,201306
151,Eicher Motors,30/06/2014,0,55.0059,55.0059,24.8094,20.1847,44.9941,100,0,100,201406
151,Eicher Motors,30/06/2015,0,54.9069,54.9069,32.1051,12.9881,45.0932,100.0001,0,100,201506
151,Eicher Motors,30/06/2016,0,50.6652,50.6652,36.2121,13.1227,49.3348,100,0,100,201606
151,Eicher Motors,30/06/2017,2.2397,48.3156,50.5553,36.2154,13.2294,49.4448,100.0001,0,100,201706
151,Eicher Motors,30/06/2018,2.236,48.2372,50.4732,36.9403,12.5864,49.5267,99.9999,0,100,201806
151,Eicher Motors,30/09/2001,7.5,48.12,55.62,6.3,38.08,44.38,100,0,100,200109
151,Eicher Motors,30/09/2002,7.5,48.13,55.63,7.6,36.77,44.37,100,0,100,200209
151,Eicher Motors,30/09/2003,5,50.63,55.63,19.08,25.3,44.38,100.01,0,100,200309
151,Eicher Motors,30/09/2004,3.56,58.2,61.76,20.56,17.68,38.24,100,0,100,200409
151,Eicher Motors,30/09/2005,3.56,58.2,61.76,24.27,13.97,38.24,100,0,100,200509
151,Eicher Motors,30/09/2006,3.56,58.2,61.76,24.01,14.23,38.24,100,0,100,200609
151,Eicher Motors,30/09/2007,3.56,58.2,61.76,19.96,18.27,38.23,99.99,0,100,200709
151,Eicher Motors,30/09/2008,3.56,50.1,53.66,20.54,25.8,46.34,100,0,100,200809
151,Eicher Motors,30/09/2009,3.18,52.75,55.93,19.65,24.43,44.08,100.01,0,100,200909
151,Eicher Motors,30/09/2010,0,55.59,55.59,21.89,22.53,44.42,100.01,0,100,201009
151,Eicher Motors,30/09/2011,0,55.2268,55.2268,23.3211,21.452,44.7731,99.9999,0,100,201109
151,Eicher Motors,30/09/2012,0,55.1984,55.1984,24.4232,20.3784,44.8016,100,0,100,201209
151,Eicher Motors,30/09/2013,0,55.1769,55.1769,25.1129,19.7102,44.8231,100,0,100,201309
151,Eicher Motors,30/09/2014,0,54.9871,54.9871,24.4872,20.5258,45.013,100.0001,0,100,201409
151,Eicher Motors,30/09/2015,0,54.9069,54.9069,31.3229,13.7702,45.0931,100,0,100,201509
151,Eicher Motors,30/09/2016,0,50.5998,50.5998,36.745,12.6552,49.4002,100,0,100,201609
151,Eicher Motors,30/09/2017,2.2396,48.3147,50.5543,36.6105,12.8352,49.4457,100,0,100,201709
151,Eicher Motors,30/09/2018,2.2359,47.1118,49.3477,37.1384,13.5139,50.6523,100,0,100,201809
